id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
67,2026-06-30T01:14:13Z,KPHL,2026-06-29,high,30,89.83,0.45,89.3,89.9,90.31,88.6,90.7
68,2026-06-30T01:14:13Z,KPHL,2026-06-29,low,30,66.32,0.49,65.69,66.4,66.92,65.5,67.4
69,2026-06-30T01:14:13Z,KPHL,2026-06-30,high,30,89.77,1.14,88.1,89.9,90.84,87.8,92.4
70,2026-06-30T01:14:13Z,KPHL,2026-06-30,low,30,65.86,0.52,65.29,65.85,66.4,64.7,67.0
71,2026-06-30T01:14:13Z,KPHL,2026-07-01,high,30,95.1,2.95,91.27,95.95,98.35,87.7,99.7
72,2026-06-30T01:14:13Z,KPHL,2026-07-01,low,30,68.05,2.04,65.79,67.65,71.12,64.7,72.3
73,2026-06-30T01:14:13Z,KSAT,2026-06-29,high,30,96.99,1.35,94.99,97.3,98.35,94.2,99.4
74,2026-06-30T01:14:13Z,KSAT,2026-06-29,low,30,75.46,0.2,75.19,75.5,75.71,75.0,75.8
75,2026-06-30T01:14:13Z,KSAT,2026-06-30,high,30,96.11,2.02,93.69,95.95,99.0,91.9,99.6
76,2026-06-30T01:14:13Z,KSAT,2026-06-30,low,30,73.88,0.4,73.59,74.0,74.32,72.7,74.5
77,2026-06-30T01:14:13Z,KSAT,2026-07-01,high,30,96.62,2.63,92.69,97.05,99.42,89.4,100.9
78,2026-06-30T01:14:13Z,KSAT,2026-07-01,low,30,73.38,0.45,72.97,73.4,73.81,72.4,74.9
85,2026-06-30T01:14:13Z,KSEA,2026-06-29,high,30,65.25,1.19,63.8,65.45,66.43,61.3,68.0
86,2026-06-30T01:14:13Z,KSEA,2026-06-29,low,30,52.13,0.45,51.4,52.3,52.61,51.1,52.8
87,2026-06-30T01:14:13Z,KSEA,2026-06-30,high,30,64.01,2.3,61.84,63.85,67.44,58.7,68.8
88,2026-06-30T01:14:13Z,KSEA,2026-06-30,low,30,52.43,0.63,51.69,52.4,53.3,51.2,53.7
89,2026-06-30T01:14:13Z,KSEA,2026-07-01,high,30,63.74,2.8,60.85,63.65,66.82,58.4,70.9
90,2026-06-30T01:14:13Z,KSEA,2026-07-01,low,30,51.75,0.94,50.39,51.8,52.82,49.3,53.2
79,2026-06-30T01:14:13Z,KSFO,2026-06-29,high,30,75.31,0.91,74.19,75.3,76.61,73.1,77.1
80,2026-06-30T01:14:13Z,KSFO,2026-06-29,low,30,54.81,0.38,54.39,54.8,55.22,54.2,55.9
81,2026-06-30T01:14:13Z,KSFO,2026-06-30,high,30,74.78,2.69,71.27,74.8,78.42,69.1,79.2
82,2026-06-30T01:14:13Z,KSFO,2026-06-30,low,30,57.27,1.17,56.08,56.9,59.0,55.4,60.1
83,2026-06-30T01:14:13Z,KSFO,2026-07-01,high,30,73.37,2.57,69.3,73.8,76.53,67.4,77.9
84,2026-06-30T01:14:13Z,KSFO,2026-07-01,low,30,55.96,0.72,55.1,55.9,56.72,54.9,58.2
1,2026-06-30T02:27:32Z,KATL,2026-06-29,high,30,94.97,0.87,94.17,94.95,95.82,92.5,96.7
2,2026-06-30T02:27:32Z,KATL,2026-06-29,low,30,74.86,0.37,74.4,74.9,75.4,74.1,75.5
3,2026-06-30T02:27:32Z,KATL,2026-06-30,high,30,93.85,1.58,91.9,93.8,95.8,91.4,99.1
4,2026-06-30T02:27:32Z,KATL,2026-06-30,low,30,77.95,0.59,77.1,77.9,78.62,76.9,79.0
5,2026-06-30T02:27:32Z,KATL,2026-07-01,high,30,95.33,2.23,92.46,95.2,98.66,90.3,99.8
6,2026-06-30T02:27:32Z,KATL,2026-07-01,low,30,77.52,0.88,76.3,77.55,78.6,75.3,79.1
7,2026-06-30T02:27:32Z,KAUS,2026-06-29,high,30,98.02,1.29,96.28,98.3,99.81,95.3,100.2
8,2026-06-30T02:27:32Z,KAUS,2026-06-29,low,30,77.63,0.26,77.29,77.7,77.9,77.0,78.2
9,2026-06-30T02:27:32Z,KAUS,2026-06-30,high,30,97.08,1.72,94.96,96.9,99.42,93.8,100.2
10,2026-06-30T02:27:32Z,KAUS,2026-06-30,low,30,75.4,0.33,75.08,75.4,75.81,74.5,76.0
11,2026-06-30T02:27:32Z,KAUS,2026-07-01,high,30,98.19,2.39,94.76,98.5,100.45,91.8,101.7
12,2026-06-30T02:27:32Z,KAUS,2026-07-01,low,30,74.84,0.4,74.3,74.95,75.2,73.6,75.4
13,2026-06-30T02:27:32Z,KBOS,2026-06-29,high,30,79.07,1.02,77.79,79.0,80.33,77.2,80.9
14,2026-06-30T02:27:32Z,KBOS,2026-06-29,low,30,63.08,0.26,62.79,63.1,63.4,62.6,63.6
15,2026-06-30T02:27:32Z,KBOS,2026-06-30,high,30,88.48,2.14,86.2,87.95,91.51,84.7,93.1
16,2026-06-30T02:27:32Z,KBOS,2026-06-30,low,30,63.95,0.65,63.1,64.0,64.71,62.6,65.3
17,2026-06-30T02:27:32Z,KBOS,2026-07-01,high,30,95.08,1.65,92.58,95.6,96.91,91.3,98.0
18,2026-06-30T02:27:32Z,KBOS,2026-07-01,low,30,71.12,2.68,68.2,70.6,75.48,67.3,77.5
91,2026-06-30T02:27:32Z,KDCA,2026-06-29,high,30,86.3,0.58,85.39,86.35,87.0,85.3,87.3
92,2026-06-30T02:27:32Z,KDCA,2026-06-29,low,30,69.31,0.48,68.79,69.3,69.9,68.1,70.3
93,2026-06-30T02:27:32Z,KDCA,2026-06-30,high,30,88.84,1.1,87.72,88.8,90.06,86.5,91.5
94,2026-06-30T02:27:32Z,KDCA,2026-06-30,low,30,66.99,0.6,66.3,67.1,67.53,65.8,68.4
95,2026-06-30T02:27:32Z,KDCA,2026-07-01,high,30,97.15,3.15,93.62,97.75,101.01,88.5,103.2
96,2026-06-30T02:27:32Z,KDCA,2026-07-01,low,30,69.9,1.82,67.69,69.9,72.27,66.7,73.8
25,2026-06-30T02:27:32Z,KDEN,2026-06-29,high,30,88.43,2.99,84.37,89.25,91.53,81.9,93.3
26,2026-06-30T02:27:32Z,KDEN,2026-06-29,low,30,58.89,0.5,58.37,58.9,59.61,57.8,59.8
27,2026-06-30T02:27:32Z,KDEN,2026-06-30,high,30,90.09,2.33,87.34,90.45,92.7,83.4,93.1
28,2026-06-30T02:27:32Z,KDEN,2026-06-30,low,30,59.32,1.21,57.99,59.15,61.03,56.5,61.6
29,2026-06-30T02:27:32Z,KDEN,2026-07-01,high,30,89.76,1.77,87.49,89.75,92.01,85.8,92.6
30,2026-06-30T02:27:32Z,KDEN,2026-07-01,low,30,59.58,1.25,58.19,59.7,61.02,56.1,62.4
19,2026-06-30T02:27:32Z,KDFW,2026-06-29,high,30,99.23,1.43,97.61,99.15,101.11,96.1,102.0
20,2026-06-30T02:27:32Z,KDFW,2026-06-29,low,30,80.01,0.3,79.7,80.0,80.4,79.3,80.8
21,2026-06-30T02:27:32Z,KDFW,2026-06-30,high,30,99.3,2.05,96.47,99.95,101.74,95.0,102.9
22,2026-06-30T02:27:32Z,KDFW,2026-06-30,low,30,78.96,0.65,78.19,79.0,79.91,77.5,80.0
23,2026-06-30T02:27:32Z,KDFW,2026-07-01,high,30,99.89,2.16,97.42,99.85,101.96,94.4,104.5
24,2026-06-30T02:27:32Z,KDFW,2026-07-01,low,30,80.61,0.75,79.4,80.6,81.61,79.1,82.3
31,2026-06-30T02:27:32Z,KIAH,2026-06-29,high,30,96.82,0.85,95.7,96.6,98.01,95.1,98.9
32,2026-06-30T02:27:32Z,KIAH,2026-06-29,low,30,81.01,0.38,80.59,80.95,81.4,80.5,82.2
33,2026-06-30T02:27:32Z,KIAH,2026-06-30,high,30,95.82,1.13,94.32,95.9,97.21,93.1,97.8
34,2026-06-30T02:27:32Z,KIAH,2026-06-30,low,30,79.68,0.33,79.28,79.7,80.02,78.8,80.2
35,2026-06-30T02:27:32Z,KIAH,2026-07-01,high,30,97.29,1.74,94.95,97.4,99.12,92.3,100.5
36,2026-06-30T02:27:32Z,KIAH,2026-07-01,low,30,80.03,0.43,79.4,80.15,80.51,79.1,80.6
37,2026-06-30T02:27:32Z,KLAX,2026-06-29,high,30,70.04,0.42,69.6,70.1,70.51,68.7,70.8
38,2026-06-30T02:27:32Z,KLAX,2026-06-29,low,30,62.33,0.25,62.0,62.3,62.6,61.9,62.9
39,2026-06-30T02:27:32Z,KLAX,2026-06-30,high,30,68.27,0.92,67.28,68.25,69.11,66.4,70.8
40,2026-06-30T02:27:32Z,KLAX,2026-06-30,low,30,62.77,0.44,62.28,62.7,63.3,61.8,63.6
41,2026-06-30T02:27:32Z,KLAX,2026-07-01,high,30,69.33,1.54,67.48,69.2,71.44,66.4,71.9
42,2026-06-30T02:27:32Z,KLAX,2026-07-01,low,30,61.78,0.59,61.0,61.95,62.5,60.5,62.7
43,2026-06-30T02:27:32Z,KMIA,2026-06-29,high,30,90.42,0.32,90.0,90.35,90.82,89.8,91.2
44,2026-06-30T02:27:32Z,KMIA,2026-06-29,low,30,83.4,0.19,83.2,83.4,83.6,83.1,83.8
45,2026-06-30T02:27:32Z,KMIA,2026-06-30,high,30,89.89,0.63,89.19,89.85,90.82,88.6,91.0
46,2026-06-30T02:27:32Z,KMIA,2026-06-30,low,30,83.19,0.36,82.86,83.2,83.5,82.2,83.7
47,2026-06-30T02:27:32Z,KMIA,2026-07-01,high,30,88.3,0.76,87.59,88.15,89.31,87.2,90.4
48,2026-06-30T02:27:32Z,KMIA,2026-07-01,low,30,83.13,0.6,82.39,83.1,83.72,81.3,84.3
49,2026-06-30T02:27:32Z,KMSP,2026-06-29,high,30,92.95,0.68,92.09,93.05,93.8,91.8,94.6
50,2026-06-30T02:27:32Z,KMSP,2026-06-29,low,30,71.79,0.52,71.09,71.75,72.4,70.7,72.8
51,2026-06-30T02:27:32Z,KMSP,2026-06-30,high,30,90.97,2.43,87.97,91.65,93.41,85.4,94.6
52,2026-06-30T02:27:32Z,KMSP,2026-06-30,low,30,76.77,1.89,74.89,76.4,79.55,71.9,80.4
53,2026-06-30T02:27:32Z,KMSP,2026-07-01,high,30,88.98,2.91,85.36,89.8,92.2,80.5,93.3
54,2026-06-30T02:27:32Z,KMSP,2026-07-01,low,30,73.61,1.92,71.25,73.15,76.04,70.0,77.3
55,2026-06-30T02:27:32Z,KMSY,2026-06-29,high,30,95.17,0.87,93.8,95.5,96.11,93.4,96.7
56,2026-06-30T02:27:32Z,KMSY,2026-06-29,low,30,75.5,0.31,75.09,75.5,75.91,75.0,76.2
57,2026-06-30T02:27:32Z,KMSY,2026-06-30,high,30,96.19,1.41,94.19,96.3,98.01,93.5,98.4
58,2026-06-30T02:27:32Z,KMSY,2026-06-30,low,30,74.4,0.35,73.8,74.4,74.72,73.7,75.1
59,2026-06-30T02:27:32Z,KMSY,2026-07-01,high,30,93.94,1.23,92.43,94.3,95.0,89.8,95.7
60,2026-06-30T02:27:32Z,KMSY,2026-07-01,low,30,75.25,0.51,74.58,75.35,75.72,74.4,76.5
61,2026-06-30T02:27:32Z,KOKC,2026-06-29,high,30,97.48,1.39,95.55,98.05,99.2,94.7,99.5
62,2026-06-30T02:27:32Z,KOKC,2026-06-29,low,30,77.33,0.27,77.0,77.4,77.6,76.5,77.9
63,2026-06-30T02:27:32Z,KOKC,2026-06-30,high,30,98.12,1.67,95.56,98.3,100.2,93.9,101.1
64,2026-06-30T02:27:32Z,KOKC,2026-06-30,low,30,79.45,0.93,78.29,79.75,80.42,77.2,80.9
65,2026-06-30T02:27:32Z,KOKC,2026-07-01,high,30,97.03,2.0,93.78,97.15,99.44,93.1,100.7
66,2026-06-30T02:27:32Z,KOKC,2026-07-01,low,30,79.34,1.15,77.6,79.4,80.71,76.8,81.2
67,2026-06-30T02:27:32Z,KPHL,2026-06-29,high,30,89.83,0.45,89.3,89.9,90.31,88.6,90.7
68,2026-06-30T02:27:32Z,KPHL,2026-06-29,low,30,66.32,0.49,65.69,66.4,66.92,65.5,67.4
69,2026-06-30T02:27:32Z,KPHL,2026-06-30,high,30,89.77,1.14,88.1,89.9,90.84,87.8,92.4
70,2026-06-30T02:27:32Z,KPHL,2026-06-30,low,30,65.86,0.52,65.29,65.85,66.4,64.7,67.0
71,2026-06-30T02:27:32Z,KPHL,2026-07-01,high,30,95.1,2.95,91.27,95.95,98.35,87.7,99.7
72,2026-06-30T02:27:32Z,KPHL,2026-07-01,low,30,68.05,2.04,65.79,67.65,71.12,64.7,72.3
73,2026-06-30T02:27:32Z,KPHX,2026-06-29,high,30,100.11,1.7,97.68,100.3,101.92,96.7,103.9
74,2026-06-30T02:27:32Z,KPHX,2026-06-29,low,30,79.53,0.47,78.99,79.5,80.31,78.7,80.4
75,2026-06-30T02:27:32Z,KPHX,2026-06-30,high,30,98.42,2.57,95.16,98.75,101.17,93.0,102.8
76,2026-06-30T02:27:32Z,KPHX,2026-06-30,low,30,79.24,0.5,78.6,79.2,79.9,78.2,80.0
77,2026-06-30T02:27:32Z,KPHX,2026-07-01,high,30,97.01,1.67,94.75,96.85,99.42,94.2,101.2
78,2026-06-30T02:27:32Z,KPHX,2026-07-01,low,30,78.3,0.84,76.99,78.45,79.32,76.8,79.9
79,2026-06-30T02:27:32Z,KSAT,2026-06-29,high,30,96.99,1.35,94.99,97.3,98.35,94.2,99.4
80,2026-06-30T02:27:32Z,KSAT,2026-06-29,low,30,75.46,0.2,75.19,75.5,75.71,75.0,75.8
81,2026-06-30T02:27:32Z,KSAT,2026-06-30,high,30,96.11,2.02,93.69,95.95,99.0,91.9,99.6
82,2026-06-30T02:27:32Z,KSAT,2026-06-30,low,30,73.88,0.4,73.59,74.0,74.32,72.7,74.5
83,2026-06-30T02:27:32Z,KSAT,2026-07-01,high,30,96.62,2.63,92.69,97.05,99.42,89.4,100.9
84,2026-06-30T02:27:32Z,KSAT,2026-07-01,low,30,73.38,0.45,72.97,73.4,73.81,72.4,74.9
85,2026-06-30T02:27:32Z,KSEA,2026-06-29,high,30,65.25,1.19,63.8,65.45,66.43,61.3,68.0
86,2026-06-30T02:27:32Z,KSEA,2026-06-29,low,30,52.13,0.45,51.4,52.3,52.61,51.1,52.8
87,2026-06-30T02:27:32Z,KSEA,2026-06-30,high,30,64.01,2.3,61.84,63.85,67.44,58.7,68.8
88,2026-06-30T02:27:32Z,KSEA,2026-06-30,low,30,52.43,0.63,51.69,52.4,53.3,51.2,53.7
89,2026-06-30T02:27:32Z,KSEA,2026-07-01,high,30,63.74,2.8,60.85,63.65,66.82,58.4,70.9
90,2026-06-30T02:27:32Z,KSEA,2026-07-01,low,30,51.75,0.94,50.39,51.8,52.82,49.3,53.2
1,2026-06-30T03:55:15Z,KATL,2026-06-29,high,30,94.97,0.87,94.17,94.95,95.82,92.5,96.7
2,2026-06-30T03:55:15Z,KATL,2026-06-29,low,30,74.86,0.37,74.4,74.9,75.4,74.1,75.5
3,2026-06-30T03:55:15Z,KATL,2026-06-30,high,30,93.85,1.58,91.9,93.8,95.8,91.4,99.1
4,2026-06-30T03:55:15Z,KATL,2026-06-30,low,30,77.95,0.59,77.1,77.9,78.62,76.9,79.0
5,2026-06-30T03:55:15Z,KATL,2026-07-01,high,30,95.33,2.23,92.46,95.2,98.66,90.3,99.8
6,2026-06-30T03:55:15Z,KATL,2026-07-01,low,30,77.52,0.88,76.3,77.55,78.6,75.3,79.1
7,2026-06-30T03:55:15Z,KAUS,2026-06-29,high,30,98.02,1.29,96.28,98.3,99.81,95.3,100.2
8,2026-06-30T03:55:15Z,KAUS,2026-06-29,low,30,77.63,0.26,77.29,77.7,77.9,77.0,78.2
9,2026-06-30T03:55:15Z,KAUS,2026-06-30,high,30,97.08,1.72,94.96,96.9,99.42,93.8,100.2
10,2026-06-30T03:55:15Z,KAUS,2026-06-30,low,30,75.4,0.33,75.08,75.4,75.81,74.5,76.0
11,2026-06-30T03:55:15Z,KAUS,2026-07-01,high,30,98.19,2.39,94.76,98.5,100.45,91.8,101.7
12,2026-06-30T03:55:15Z,KAUS,2026-07-01,low,30,74.84,0.4,74.3,74.95,75.2,73.6,75.4
13,2026-06-30T03:55:15Z,KBOS,2026-06-29,high,30,79.07,1.02,77.79,79.0,80.33,77.2,80.9
14,2026-06-30T03:55:15Z,KBOS,2026-06-29,low,30,63.08,0.26,62.79,63.1,63.4,62.6,63.6
15,2026-06-30T03:55:15Z,KBOS,2026-06-30,high,30,88.48,2.14,86.2,87.95,91.51,84.7,93.1
16,2026-06-30T03:55:15Z,KBOS,2026-06-30,low,30,63.95,0.65,63.1,64.0,64.71,62.6,65.3
17,2026-06-30T03:55:15Z,KBOS,2026-07-01,high,30,95.08,1.65,92.58,95.6,96.91,91.3,98.0
18,2026-06-30T03:55:15Z,KBOS,2026-07-01,low,30,71.12,2.68,68.2,70.6,75.48,67.3,77.5
25,2026-06-30T03:55:15Z,KDEN,2026-06-29,high,30,88.43,2.99,84.37,89.25,91.53,81.9,93.3
26,2026-06-30T03:55:15Z,KDEN,2026-06-29,low,30,58.89,0.5,58.37,58.9,59.61,57.8,59.8
27,2026-06-30T03:55:15Z,KDEN,2026-06-30,high,30,90.09,2.33,87.34,90.45,92.7,83.4,93.1
28,2026-06-30T03:55:15Z,KDEN,2026-06-30,low,30,59.32,1.21,57.99,59.15,61.03,56.5,61.6
29,2026-06-30T03:55:15Z,KDEN,2026-07-01,high,30,89.76,1.77,87.49,89.75,92.01,85.8,92.6
30,2026-06-30T03:55:15Z,KDEN,2026-07-01,low,30,59.58,1.25,58.19,59.7,61.02,56.1,62.4
19,2026-06-30T03:55:15Z,KDFW,2026-06-29,high,30,99.23,1.43,97.61,99.15,101.11,96.1,102.0
20,2026-06-30T03:55:15Z,KDFW,2026-06-29,low,30,80.01,0.3,79.7,80.0,80.4,79.3,80.8
21,2026-06-30T03:55:15Z,KDFW,2026-06-30,high,30,99.3,2.05,96.47,99.95,101.74,95.0,102.9
22,2026-06-30T03:55:15Z,KDFW,2026-06-30,low,30,78.96,0.65,78.19,79.0,79.91,77.5,80.0
23,2026-06-30T03:55:15Z,KDFW,2026-07-01,high,30,99.89,2.16,97.42,99.85,101.96,94.4,104.5
24,2026-06-30T03:55:15Z,KDFW,2026-07-01,low,30,80.61,0.75,79.4,80.6,81.61,79.1,82.3
31,2026-06-30T03:55:15Z,KIAH,2026-06-29,high,30,96.82,0.85,95.7,96.6,98.01,95.1,98.9
32,2026-06-30T03:55:15Z,KIAH,2026-06-29,low,30,81.01,0.38,80.59,80.95,81.4,80.5,82.2
33,2026-06-30T03:55:15Z,KIAH,2026-06-30,high,30,95.82,1.13,94.32,95.9,97.21,93.1,97.8
34,2026-06-30T03:55:15Z,KIAH,2026-06-30,low,30,79.68,0.33,79.28,79.7,80.02,78.8,80.2
35,2026-06-30T03:55:15Z,KIAH,2026-07-01,high,30,97.29,1.74,94.95,97.4,99.12,92.3,100.5
36,2026-06-30T03:55:15Z,KIAH,2026-07-01,low,30,80.03,0.43,79.4,80.15,80.51,79.1,80.6
